,sentence,tokens,slots
4879,potrzebuję czegoś obejmującego ważniejszych ewentualnie economic reforma,"['potrzebuję', 'czegoś', 'obejmującego', 'ważniejszych', 'ewentualnie', 'economic', 'reforma']","['O', 'Doc_type', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
4880,może być patent lub rozprawa która opisuje problematykę związaną z problemem ważenia i biogazu,"['może', 'być', 'patent', 'lub', 'rozprawa', 'która', 'opisuje', 'problematykę', 'związaną', 'z', 'problemem', 'ważenia', 'i', 'biogazu']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
4881,znajdź mi normę albo publikację,"['znajdź', 'mi', 'normę', 'albo', 'publikację']","['O', 'O', 'Doc_type', 'O', 'Doc_type']"
4882,bardziej interesuje mnie reakcji,"['bardziej', 'interesuje', 'mnie', 'reakcji']","['O', 'O', 'O', 'B-keyword']"
4883,może być skrypt o sebastian kołodziejczak,"['może', 'być', 'skrypt', 'o', 'sebastian', 'kołodziejczak']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
4884,"masz może dokumenty odnośnie osoby, przedakcesyjnych program, księgi jubileuszowy albo karlova v praze","['masz', 'może', 'dokumenty', 'odnośnie', 'osoby', ',', 'przedakcesyjnych', 'program', ',', 'księgi', 'jubileuszowy', 'albo', 'karlova', 'v', 'praze']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
4885,"znajdź naukę techniczny, physical activity","['znajdź', 'naukę', 'techniczny', ',', 'physical', 'activity']","['O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword']"
4886,"niech będą eseje, dokumenty, normy poświęcone errvw, ochronie praw człowieka, drugiemu i kobiecie","['niech', 'będą', 'eseje', ',', 'dokumenty', ',', 'normy', 'poświęcone', 'errvw', ',', 'ochronie', 'praw', 'człowieka', ',', 'drugiemu', 'i', 'kobiecie']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
4887,szukam recenzji odnoszącej się do problematyki programa społeczny,"['szukam', 'recenzji', 'odnoszącej', 'się', 'do', 'problematyki', 'programa', 'społeczny']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
4888,poleć pracę o aktywności zawodowej,"['poleć', 'pracę', 'o', 'aktywności', 'zawodowej']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
4889,weź mi poleć recenzje na temat szkoły albo definicji dowodzenia,"['weź', 'mi', 'poleć', 'recenzje', 'na', 'temat', 'szkoły', 'albo', 'definicji', 'dowodzenia']","['O', 'O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
4890,niech będzie dokument poruszający problematykę związaną z gruszką układ,"['niech', 'będzie', 'dokument', 'poruszający', 'problematykę', 'związaną', 'z', 'gruszką', 'układ']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
4891,znajdź skrypt posiadający elementy związane z branżą stopień dojrzałość,"['znajdź', 'skrypt', 'posiadający', 'elementy', 'związane', 'z', 'branżą', 'stopień', 'dojrzałość']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
4892,"poleć rozprawy bądź książki posiadające elementy przerywania ciąży, konstrukcji a także pamięci","['poleć', 'rozprawy', 'bądź', 'książki', 'posiadające', 'elementy', 'przerywania', 'ciąży', ',', 'konstrukcji', 'a', 'także', 'pamięci']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
4893,"zapodaj mi patenty, encyklopedie, publikacje, normy poruszające problematykę medical students oraz jednocześnie indywidualnych konto","['zapodaj', 'mi', 'patenty', ',', 'encyklopedie', ',', 'publikacje', ',', 'normy', 'poruszające', 'problematykę', 'medical', 'students', 'oraz', 'jednocześnie', 'indywidualnych', 'konto']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
4894,może być esej posiadający tag łotman,"['może', 'być', 'esej', 'posiadający', 'tag', 'łotman']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
4895,"chciałbym prace, podręczniki ewentualnie patenty które wyjaśni mi temat rekreacyjnych","['chciałbym', 'prace', ',', 'podręczniki', 'ewentualnie', 'patenty', 'które', 'wyjaśni', 'mi', 'temat', 'rekreacyjnych']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
4896,no to niech będą recenzje lub encyklopedie,"['no', 'to', 'niech', 'będą', 'recenzje', 'lub', 'encyklopedie']","['O', 'O', 'O', 'O', 'Doc_type', 'O', 'Doc_type']"
4897,zapodaj mi artykuł wyjaśniający dodatkowych konsekwencja,"['zapodaj', 'mi', 'artykuł', 'wyjaśniający', 'dodatkowych', 'konsekwencja']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
4898,chcę dokumenty o dziecku lub przestrzeni bezpieczeństwa,"['chcę', 'dokumenty', 'o', 'dziecku', 'lub', 'przestrzeni', 'bezpieczeństwa']","['O', 'Doc_type', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
4899,znajdź encyklopedię w której znajdę Polską,"['znajdź', 'encyklopedię', 'w', 'której', 'znajdę', 'Polską']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword']"
4900,daj publikacje dotyczące problematyki konserwatywnego modelu polityki ewentualnie człowieka,"['daj', 'publikacje', 'dotyczące', 'problematyki', 'konserwatywnego', 'modelu', 'polityki', 'ewentualnie', 'człowieka']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
4901,szukam patentu związanego z dziedziną strona internetowy,"['szukam', 'patentu', 'związanego', 'z', 'dziedziną', 'strona', 'internetowy']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
4902,"niech będzie encyklopedia, esej, artykuł, coś mającego elementy z tematem numeru","['niech', 'będzie', 'encyklopedia', ',', 'esej', ',', 'artykuł', ',', 'coś', 'mającego', 'elementy', 'z', 'tematem', 'numeru']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
4903,"poleć mi prace, rozprawy albo encyklopedie opisujące problem gier","['poleć', 'mi', 'prace', ',', 'rozprawy', 'albo', 'encyklopedie', 'opisujące', 'problem', 'gier']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
4904,chciałabym eseje obejmujące wyjaśnienie kultury,"['chciałabym', 'eseje', 'obejmujące', 'wyjaśnienie', 'kultury']","['O', 'Doc_type', 'O', 'O', 'B-keyword']"
4905,"znajdź mi skrypt zawierający elementy z tematem teatru telewizja, pochodzenia w niemczech albo mniejszości","['znajdź', 'mi', 'skrypt', 'zawierający', 'elementy', 'z', 'tematem', 'teatru', 'telewizja', ',', 'pochodzenia', 'w', 'niemczech', 'albo', 'mniejszości']","['O', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
4906,"daj mi patenty, skrypty, podręczniki ewentualnie publikacje poruszające problematykę z dziedziną bernatowicz","['daj', 'mi', 'patenty', ',', 'skrypty', ',', 'podręczniki', 'ewentualnie', 'publikacje', 'poruszające', 'problematykę', 'z', 'dziedziną', 'bernatowicz']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword']"
4907,niech będzie jaroslawaculik uniwersytet oraz jednocześnie prawo międzynarodowy,"['niech', 'będzie', 'jaroslawaculik', 'uniwersytet', 'oraz', 'jednocześnie', 'prawo', 'międzynarodowy']","['O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
4908,no to niech będzie bóg,"['no', 'to', 'niech', 'będzie', 'bóg']","['O', 'O', 'O', 'O', 'B-keyword']"
4909,niech już będą swojego ciała,"['niech', 'już', 'będą', 'swojego', 'ciała']","['O', 'O', 'O', 'B-keyword', 'I-keyword']"
4910,"no to dokumenty, prace, rozprawy ewentualnie podręczniki w którym znajdę informacje o wodzie i należeniom","['no', 'to', 'dokumenty', ',', 'prace', ',', 'rozprawy', 'ewentualnie', 'podręczniki', 'w', 'którym', 'znajdę', 'informacje', 'o', 'wodzie', 'i', 'należeniom']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
4911,"zaproponuj rozprawy, normy albo eseje poruszające tematykę nauki o zarządzaniu, organizacji, własności nieruchomości ewentualnie komunizmu","['zaproponuj', 'rozprawy', ',', 'normy', 'albo', 'eseje', 'poruszające', 'tematykę', 'nauki', 'o', 'zarządzaniu', ',', 'organizacji', ',', 'własności', 'nieruchomości', 'ewentualnie', 'komunizmu']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
4912,"niech będą recenzje, podręczniki, eseje lub coś zawierającego informacje na temat działalności firm","['niech', 'będą', 'recenzje', ',', 'podręczniki', ',', 'eseje', 'lub', 'coś', 'zawierającego', 'informacje', 'na', 'temat', 'działalności', 'firm']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
4913,"no to skrypty, rozprawy, recenzje, dokumenty","['no', 'to', 'skrypty', ',', 'rozprawy', ',', 'recenzje', ',', 'dokumenty']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
4914,"chciałabym książkę, skrypt, normę na temat ogólnopolska konferencja naukowa","['chciałabym', 'książkę', ',', 'skrypt', ',', 'normę', 'na', 'temat', 'ogólnopolska', 'konferencja', 'naukowa']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
4915,chciałbym ibidem oraz zdanie,"['chciałbym', 'ibidem', 'oraz', 'zdanie']","['O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
4916,no to dodatkowo ambasador belgijski a także zapotrzebowanie organizm,"['no', 'to', 'dodatkowo', 'ambasador', 'belgijski', 'a', 'także', 'zapotrzebowanie', 'organizm']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
4917,"chciałabym encyklopedie, eseje, normy lub recenzje","['chciałabym', 'encyklopedie', ',', 'eseje', ',', 'normy', 'lub', 'recenzje']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
4918,"chciałabym podstawę dane, język polski oraz tłumacza","['chciałabym', 'podstawę', 'dane', ',', 'język', 'polski', 'oraz', 'tłumacza']","['O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword']"
4919,niech już będzie interesariusz,"['niech', 'już', 'będzie', 'interesariusz']","['O', 'O', 'O', 'B-keyword']"
4920,chcę normę opisującą volleyball players i do tego tamtych świat,"['chcę', 'normę', 'opisującą', 'volleyball', 'players', 'i', 'do', 'tego', 'tamtych', 'świat']","['O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword', 'I-keyword']"
4921,znajdź mi coś z udziałem,"['znajdź', 'mi', 'coś', 'z', 'udziałem']","['O', 'O', 'Doc_type', 'O', 'B-keyword']"
4922,"no to książka, artykuł, recenzja albo coś odnośnie : tytułu","['no', 'to', 'książka', ',', 'artykuł', ',', 'recenzja', 'albo', 'coś', 'odnośnie', ':', 'tytułu']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
4923,"mogą być uczniów, przekazu, świ atopogl, system","['mogą', 'być', 'uczniów', ',', 'przekazu', ',', 'świ', 'atopogl', ',', 'system']","['O', 'O', 'B-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword']"
4924,zaproponuj mi podręcznik,"['zaproponuj', 'mi', 'podręcznik']","['O', 'O', 'Doc_type']"
4925,chciałabym dokumenty odnoszące się do oporu oraz etyki teologiczny,"['chciałabym', 'dokumenty', 'odnoszące', 'się', 'do', 'oporu', 'oraz', 'etyki', 'teologiczny']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
4926,poleć mi zachodu ewentualnie kobiet,"['poleć', 'mi', 'zachodu', 'ewentualnie', 'kobiet']","['O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword']"
4927,"zaproponuj mi podręczniki tyczące się historyka, czasu transformacja i stanu psychologiczny","['zaproponuj', 'mi', 'podręczniki', 'tyczące', 'się', 'historyka', ',', 'czasu', 'transformacja', 'i', 'stanu', 'psychologiczny']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'B-keyword', 'I-keyword']"
4928,"weź mi poleć dokument, pracę lub artykuł","['weź', 'mi', 'poleć', 'dokument', ',', 'pracę', 'lub', 'artykuł']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
4929,poleć mi podręczniki ewentualnie prace o tematyce przestępstwa i interwencji,"['poleć', 'mi', 'podręczniki', 'ewentualnie', 'prace', 'o', 'tematyce', 'przestępstwa', 'i', 'interwencji']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
4930,"zapodaj mi recenzję, podręcznik, dokument albo encyklopedię","['zapodaj', 'mi', 'recenzję', ',', 'podręcznik', ',', 'dokument', 'albo', 'encyklopedię']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
4931,"zapodaj wewnętrznych dialogów, cultural Studies, poziomu ekspozycji ewentualnie uczniów","['zapodaj', 'wewnętrznych', 'dialogów', ',', 'cultural', 'Studies', ',', 'poziomu', 'ekspozycji', 'ewentualnie', 'uczniów']","['O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
4932,"zapodaj podręcznik, recenzję albo książkę odnośnie tematu człowieka, praw człowieka, przedsiębiorstw ewentualnie jedności narodowy","['zapodaj', 'podręcznik', ',', 'recenzję', 'albo', 'książkę', 'odnośnie', 'tematu', 'człowieka', ',', 'praw', 'człowieka', ',', 'przedsiębiorstw', 'ewentualnie', 'jedności', 'narodowy']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
4933,daj mi pracę w zakresie należy,"['daj', 'mi', 'pracę', 'w', 'zakresie', 'należy']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword']"
4934,"potrzebuję patentów opisujących problem programa nauki religii, społeczności oraz warszawy","['potrzebuję', 'patentów', 'opisujących', 'problem', 'programa', 'nauki', 'religii', ',', 'społeczności', 'oraz', 'warszawy']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'O', 'B-keyword', 'B-Choice-and', 'B-keyword']"
4935,"poleć recenzję, esej albo pracę wyjaśniającą zwierzęcych narracji albo świat","['poleć', 'recenzję', ',', 'esej', 'albo', 'pracę', 'wyjaśniającą', 'zwierzęcych', 'narracji', 'albo', 'świat']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
4936,daj normy na temat wartości albo gospodarki polski,"['daj', 'normy', 'na', 'temat', 'wartości', 'albo', 'gospodarki', 'polski']","['O', 'Doc_type', 'O', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword']"
4937,weź mi daj muszkowska zbaraż miasta ewentualnie osobę,"['weź', 'mi', 'daj', 'muszkowska', 'zbaraż', 'miasta', 'ewentualnie', 'osobę']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword']"
4938,"polecisz mi publikację omawiającą labour market, osób, użyteczniejszych narzędzie lub zakładów opieki zdrowotnej","['polecisz', 'mi', 'publikację', 'omawiającą', 'labour', 'market', ',', 'osób', ',', 'użyteczniejszych', 'narzędzie', 'lub', 'zakładów', 'opieki', 'zdrowotnej']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
4939,niech będzie esej,"['niech', 'będzie', 'esej']","['O', 'O', 'Doc_type']"
4940,"poleć artykuły, encyklopedie bądź recenzje odnośnie pamięci","['poleć', 'artykuły', ',', 'encyklopedie', 'bądź', 'recenzje', 'odnośnie', 'pamięci']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'B-keyword']"
4941,chciałabym warszawę,"['chciałabym', 'warszawę']","['O', 'B-keyword']"
4942,niech będą patenty mające predyktywnego modelowania,"['niech', 'będą', 'patenty', 'mające', 'predyktywnego', 'modelowania']","['O', 'O', 'Doc_type', 'O', 'B-keyword', 'I-keyword']"
4943,zapodaj mi iraku,"['zapodaj', 'mi', 'iraku']","['O', 'O', 'B-keyword']"
4944,"zaproponuj rozprawy informujące na temat polskiego, globalizacji albo wyższa szkoła biznesu","['zaproponuj', 'rozprawy', 'informujące', 'na', 'temat', 'polskiego', ',', 'globalizacji', 'albo', 'wyższa', 'szkoła', 'biznesu']","['O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
4945,"znajdź mi rozprawę mającą tagi własność ziemia, maurycego allerhanda lub studia teologiczne biał.","['znajdź', 'mi', 'rozprawę', 'mającą', 'tagi', 'własność', 'ziemia', ',', 'maurycego', 'allerhanda', 'lub', 'studia', 'teologiczne', 'biał.']","['O', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'I-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
4946,chciałabym publikację która poinformuje mnie na temat struktur handlu zagranicznego oraz jednocześnie najlepszych,"['chciałabym', 'publikację', 'która', 'poinformuje', 'mnie', 'na', 'temat', 'struktur', 'handlu', 'zagranicznego', 'oraz', 'jednocześnie', 'najlepszych']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'B-keyword']"
4947,bardziej interesuje mnie praca,"['bardziej', 'interesuje', 'mnie', 'praca']","['O', 'O', 'O', 'Doc_type']"
4948,no to może być żołnierzy pełniących służbę,"['no', 'to', 'może', 'być', 'żołnierzy', 'pełniących', 'służbę']","['O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
4949,może osób wykształcenie średnie,"['może', 'osób', 'wykształcenie', 'średnie']","['O', 'B-keyword', 'I-keyword', 'I-keyword']"
4950,zaproponuj podręcznik zawierający tematykę z dziedziną funduszu inwestycyjny,"['zaproponuj', 'podręcznik', 'zawierający', 'tematykę', 'z', 'dziedziną', 'funduszu', 'inwestycyjny']","['O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
4951,"daj recenzje, dokumenty, prace ewentualnie coś","['daj', 'recenzje', ',', 'dokumenty', ',', 'prace', 'ewentualnie', 'coś']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type']"
4952,"poleć rozprawę, dokument, podręcznik albo publikację opisującą tematykę z dziedziną following ad supports","['poleć', 'rozprawę', ',', 'dokument', ',', 'podręcznik', 'albo', 'publikację', 'opisującą', 'tematykę', 'z', 'dziedziną', 'following', 'ad', 'supports']","['O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'O', 'B-keyword', 'I-keyword', 'I-keyword']"
4953,bardziej pasuje mi porozumienie europejski albo polską pieśń masową,"['bardziej', 'pasuje', 'mi', 'porozumienie', 'europejski', 'albo', 'polską', 'pieśń', 'masową']","['O', 'O', 'O', 'B-keyword', 'I-keyword', 'B-Choice-or', 'B-keyword', 'I-keyword', 'I-keyword']"
4954,"zaproponuj mi dokumenty ewentualnie coś w branży ipn, czeń stwa i do tego wielko","['zaproponuj', 'mi', 'dokumenty', 'ewentualnie', 'coś', 'w', 'branży', 'ipn', ',', 'czeń', 'stwa', 'i', 'do', 'tego', 'wielko']","['O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'B-keyword', 'O', 'B-keyword', 'I-keyword', 'B-Choice-and', 'I-Choice-and', 'I-Choice-and', 'B-keyword']"
4955,weź mi daj patent lub dokument w którym znajdę calszych społeczeństwo,"['weź', 'mi', 'daj', 'patent', 'lub', 'dokument', 'w', 'którym', 'znajdę', 'calszych', 'społeczeństwo']","['O', 'O', 'O', 'Doc_type', 'O', 'Doc_type', 'O', 'O', 'O', 'B-keyword', 'I-keyword']"
